d,τ,µ
0,1,0.0714648
1,1,-0.0333942
2,1,-0.0652294
3,1,-0.0807309
4,1,-0.0893756
5,1,-0.0959837
6,1,-0.10055
7,1,-0.102773
8,1,-0.103593
9,1,-0.179148
10,1,0.00210413
