d,τ,µ
0,1,0.0714648
0,2,0.0789757
0,3,0.1257
0,4,0.119596
0,5,0.156728
0,6,0.142133
0,7,0.177729
0,8,0.159351
0,9,0.194108
0,10,0.172543
0,11,0.207438
0,12,0.183683
0,13,0.218467
0,14,0.192467
0,15,0.227481
0,16,0.200487
0,17,0.235495
0,18,0.207232
0,19,0.242365
