d,τ,µ
1,0,7.93928e-05
1,1,-0.0328223
1,2,-0.0597161
1,3,-0.0352403
1,4,-0.0101835
1,5,0.012078
1,6,0.0309544
1,7,0.0478606
1,8,0.0623107
1,9,0.0759801
1,10,0.0870577
1,11,0.0983107
1,12,0.106978
1,13,0.116261
1,14,0.122941
1,15,0.131159
1,16,0.135826
1,17,0.143388
1,18,0.147075
1,19,0.153724
