d,τ,µ
10,0,-0.000290223
10,1,-0.000220887
10,2,0.000349409
10,3,0.000282592
10,4,-0.000101513
10,5,0.000393147
10,6,0.00023525
10,7,0.000240635
10,8,0.000998832
10,9,0.000525078
10,10,0.000937509
