d,τ,µ
50,0,0.0687851
50,2,-0.248262
50,4,-0.569448
50,6,-0.924304
50,8,-1.40847
50,10,-1.7234
50,12,-2.09848
50,14,-2.33596
50,16,-2.78796
50,18,-3.08402
50,20,-3.48289
50,22,-3.85151
50,24,-4.15129
50,26,-4.44569
50,28,-4.85914
50,30,-5.15761
50,32,-5.48655
50,34,-5.77492
50,36,-6.07885
50,38,-6.41538
50,40,-6.75086
50,42,-6.97452
50,44,-7.3488
50,46,-7.59738
50,48,-7.87593
50,50,-8.19545
50,52,-8.43409
50,54,-8.70772
50,56,-8.96541
50,58,-9.27423
50,60,-9.51737
50,62,-9.76989
50,64,-9.93614
50,66,-10.1835
50,68,-10.4698
50,70,-10.6618
50,72,-10.886
50,74,-11.0372
50,76,-11.2528
50,78,-11.4541
50,80,-11.6162
50,82,-11.7529
50,84,-11.9624
50,86,-12.0563
50,88,-12.1792
50,90,-12.3473
50,92,-12.431
50,94,-12.5833550
50,96,-12.6374550
50,98,-12.7554550
50,100,-12.8275050
50,102,-12.9050
50,104,-12.9750
50,106,-12.9550
50,108,-13.035050
50,110,-13.0745050
50,112,-13.1105050
50,114,-13.150
50,116,-13.150
50,118,-13.2250
50,120,-13.2250
50,122,-13.250
50,124,-13.350
50,126,-13.350
50,128,-13.350
50,130,-13.350
50,132,-13.350
50,134,-13.450
50,136,-13.450
50,138,-13.450
50,140,-13.450
50,142,-13.450
50,144,-13.450
50,146,-13.50
50,148,-13.50
50,150,-13.5381

