150,400,-0.628018
150,402,-0.666152
150,404,0.219494
150,406,-0.617837
150,408,0.433096
150,410,-0.338577
150,412,-0.546741
150,414,-0.512476
150,416,0.57974
150,418,0.687855
150,420,-0.68025
150,422,-0.349787
150,424,-0.293228
150,426,0.526149
150,428,-0.379448
150,430,0.385559
150,432,-0.33589
150,434,0.589045
150,436,0.613183
150,438,-0.3691
150,440,0.598976
150,442,0.576429
150,444,0.336928
150,446,0.708443
150,448,0.629983
150,450,-0.198788
150,452,0.374589
150,454,-0.605877
150,456,-0.720124
150,458,-0.333104
150,460,-0.650391
150,462,-0.677419
150,464,-0.288791
150,466,-0.471102
150,468,0.419227
150,470,-0.348194
150,472,0.394025
150,474,0.384494
150,476,0.485454
150,478,0.551542
150,480,0.667412
150,482,0.292504
150,484,-0.203074
150,486,-0.68686
150,488,0.662394
150,490,0.662332
150,492,0.561223
150,494,0.677053
150,496,0.696008
150,498,-0.552195
