d,τ,µ
50,0,-0.073824
50,2,0.0671107
50,4,-0.14237
50,6,-0.193106
50,8,-0.0545218
50,10,-0.294578
50,12,-0.30215
50,14,-0.151204
50,16,-0.392788
50,18,-0.25668
50,20,-0.475806
50,22,-0.499745
50,24,-0.508338
50,26,-0.415237
50,28,-0.524082
50,30,-0.633587
50,32,-0.56418
50,34,-0.618779
50,36,-0.6395
50,38,-0.719176
50,40,-0.888385
50,42,-0.912591
50,44,-0.962765
50,46,-1.00324
50,48,-1.05741
50,50,-1.08941
50,52,-1.12306
50,54,-1.04515
50,56,-1.24314
50,58,-1.22618
50,60,-1.30907
50,62,-1.27828
50,64,-1.43213
50,66,-1.30848
50,68,-1.34704
50,70,-1.42345
50,72,-1.62188
50,74,-1.51775
50,76,-1.62632
50,78,-1.63698
50,80,-1.69912
50,82,-1.85154
50,84,-1.81625
50,86,-1.99908
50,88,-2.07166
50,90,-2.06253
50,92,-2.00124
50,94,-2.103
50,96,-2.28856
50,98,-2.31916
50,100,-2.20542
50,102,-2.43813
50,104,-2.4236
50,106,-2.55902
50,108,-2.46395
50,110,-2.49562
50,112,-2.55046
50,114,-2.79088
50,116,-2.82904
50,118,-2.88509
50,120,-2.82304
50,122,-2.87591
50,124,-2.90947
50,126,-3.12886
50,128,-3.06211
50,130,-3.24532
50,132,-3.14014
50,134,-3.36302
50,136,-3.28228
50,138,-3.36214
50,140,-3.40806
50,142,-3.47559
50,144,-3.56207
50,146,-3.58303
50,148,-3.65071
50,150,-3.86877
50,70,-1.55072
50,72,-1.47002
50,74,-1.6968
50,76,-1.61111
50,78,-1.78267
50,80,-1.6817
50,82,-1.74167
50,84,-1.90048
50,86,-1.83814
50,88,-1.99964
50,90,-2.0436
50,92,-1.98565
50,94,-2.11271
50,96,-2.12064
50,98,-2.13097
50,70,-1.42358
50,72,-1.51475
50,74,-1.68894
50,76,-1.56709
50,78,-1.75121
50,80,-1.82643
50,82,-1.75421
50,84,-1.94998
50,86,-1.84353
50,88,-2.02466
50,90,-2.11408
50,92,-1.98726
50,94,-2.07909
50,96,-2.11176
50,98,-2.2876
50,100,-2.40603
50,102,-2.30132
50,104,-2.45675
50,106,-2.48747
50,108,-2.45147
50,110,-2.50005
50,112,-2.55858
50,114,-2.79337
50,116,-2.6623
50,118,-2.72179
50,120,-2.78396
50,122,-2.83476
50,124,-2.94439
50,126,-3.01398
50,128,-3.18983
50,150,-3.74433
50,152,-3.77123
50,154,-3.82369
50,156,-3.9276
50,158,-3.9624
50,160,-4.08945
50,162,-4.21521
50,164,-4.29115
50,166,-4.22574
50,168,-4.29996
50,170,-4.39032
50,172,-4.52633
50,174,-4.60955
50,176,-4.63688
50,178,-4.60984
50,180,-4.80566
50,182,-4.75379
50,184,-4.80665
50,186,-4.94254
50,188,-4.97863
50,190,-5.10392
50,192,-5.06017
50,194,-5.22397
50,196,-5.21866
50,198,-5.24304
50,200,-5.34672
50,202,-5.51325
50,204,-5.50552
50,206,-5.64484
50,208,-5.56879
50,210,-5.74113
50,212,-5.74125
50,214,-5.88126
50,216,-5.84599
50,218,-5.88539
50,220,-6.0634
50,222,-6.01096
50,224,-6.08584
50,226,-6.16953
50,228,-6.29901
50,230,-6.29033
50,232,-6.31501
50,234,-6.50866
50,236,-6.42099
50,238,-6.51248
50,240,-6.54081
50,242,-6.71553
50,244,-6.6775
50,246,-6.83336
50,248,-6.9003
50,250,-6.84843
50,252,-6.89212
50,254,-7.06417
50,256,-7.03221
50,258,-7.12217
50,260,-7.22343
50,262,-7.27639
50,264,-7.2819
50,266,-7.40268
50,268,-7.43861
50,270,-7.43249
50,272,-7.47466
50,274,-7.51495
50,276,-7.55276
50,278,-7.61753
50,280,-7.70264
50,282,-7.71544
50,284,-7.86289
50,286,-7.82302
50,288,-7.93646
50,290,-8.00482
50,292,-8.05572
50,294,-8.12264
50,296,-8.11637
50,298,-8.1855
